P1_decision,P2_decision,P3_decision,P4_decision,P5_decision,P6_decision,P7_decision,P8_decision,all_participants_reached_decision,atomicity_violation,completed,consistent,coordinator_decided,decision,decision_retries,finish_time,loss,mobile,msg_received,msg_sent,n_participants,partial_delivery,prepare_retries,protocol,seed,speed,timeouts,unresolved_participants,until,vote_yes_prob
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.2195640730595425,0.0,False,,3,3,False,,ONE_SHOT,0,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.0712831555313747,0.0,False,,3,3,False,,ONE_SHOT,1,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.5831826051617717,0.0,False,,3,3,False,,ONE_SHOT,2,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.31954782720008,0.0,False,,3,3,False,,ONE_SHOT,3,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.1969321548024245,0.0,False,,3,3,False,,ONE_SHOT,4,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.5796543391110838,0.0,False,,3,3,False,,ONE_SHOT,5,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.237444061278132,0.0,False,,3,3,False,,ONE_SHOT,6,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.1450662605084174,0.0,False,,3,3,False,,ONE_SHOT,7,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.076844783482396,0.0,False,,3,3,False,,ONE_SHOT,8,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.144401704752994,0.0,False,,3,3,False,,ONE_SHOT,9,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.338120642866762,0.0,False,,3,3,False,,ONE_SHOT,10,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.3637725642383276,0.0,False,,3,3,False,,ONE_SHOT,11,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.420638433986727,0.0,False,,3,3,False,,ONE_SHOT,12,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.2981273312912807,0.0,False,,3,3,False,,ONE_SHOT,13,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.3756212560453185,0.0,False,,3,3,False,,ONE_SHOT,14,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.566799396006635,0.0,False,,3,3,False,,ONE_SHOT,15,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.6077845902917534,0.0,False,,3,3,False,,ONE_SHOT,16,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.318841624720334,0.0,False,,3,3,False,,ONE_SHOT,17,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.1495541966823515,0.0,False,,3,3,False,,ONE_SHOT,18,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.2936334745986446,0.0,False,,3,3,False,,ONE_SHOT,19,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.552951860481048,0.0,False,,3,3,False,,ONE_SHOT,20,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.6810060409476666,0.0,False,,3,3,False,,ONE_SHOT,21,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.3487476146363946,0.0,False,,3,3,False,,ONE_SHOT,22,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.1464156488167023,0.0,False,,3,3,False,,ONE_SHOT,23,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.3672870009197546,0.0,False,,3,3,False,,ONE_SHOT,24,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.1837819245898684,0.0,False,,3,3,False,,ONE_SHOT,25,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.171922271784005,0.0,False,,3,3,False,,ONE_SHOT,26,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.27836538320858,0.0,False,,3,3,False,,ONE_SHOT,27,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.332725334334485,0.0,False,,3,3,False,,ONE_SHOT,28,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.2904111752853726,0.0,False,,3,3,False,,ONE_SHOT,29,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.3142522841376283,0.1,False,,3,3,False,,ONE_SHOT,0,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.406206922945329,0.1,False,,3,3,False,,ONE_SHOT,1,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.3207505024466775,0.1,False,,3,3,False,,ONE_SHOT,2,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.6182346412221356,0.1,False,,3,3,False,,ONE_SHOT,3,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.098207291401897,0.1,False,,3,3,False,,ONE_SHOT,4,0.0,,0,80.0,1.0
COMMIT,,,,,,,,False,False,False,True,True,COMMIT,,,0.1,False,,3,3,True,,ONE_SHOT,5,0.0,,2,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.204089728035426,0.1,False,,3,3,False,,ONE_SHOT,6,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.4635623076544144,0.1,False,,3,3,False,,ONE_SHOT,7,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.681236922537728,0.1,False,,3,3,False,,ONE_SHOT,8,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.4652687005653284,0.1,False,,3,3,False,,ONE_SHOT,9,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.4252785519793636,0.1,False,,3,3,False,,ONE_SHOT,10,0.0,,0,80.0,1.0
,COMMIT,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.1,False,,3,3,True,,ONE_SHOT,11,0.0,,1,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.5110916549842948,0.1,False,,3,3,False,,ONE_SHOT,12,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.4022670027343733,0.1,False,,3,3,False,,ONE_SHOT,13,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.322496116564988,0.1,False,,3,3,False,,ONE_SHOT,14,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.624199255341753,0.1,False,,3,3,False,,ONE_SHOT,15,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.523539080617901,0.1,False,,3,3,False,,ONE_SHOT,16,0.0,,0,80.0,1.0
,COMMIT,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.1,False,,3,3,True,,ONE_SHOT,17,0.0,,1,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.2622873710766007,0.1,False,,3,3,False,,ONE_SHOT,18,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.4841737865565716,0.1,False,,3,3,False,,ONE_SHOT,19,0.0,,0,80.0,1.0
COMMIT,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.1,False,,3,3,True,,ONE_SHOT,20,0.0,,1,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.295454229625959,0.1,False,,3,3,False,,ONE_SHOT,21,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.1138365227858533,0.1,False,,3,3,False,,ONE_SHOT,22,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.1923615452235286,0.1,False,,3,3,False,,ONE_SHOT,23,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.0942502461379475,0.1,False,,3,3,False,,ONE_SHOT,24,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.1009879272372483,0.1,False,,3,3,False,,ONE_SHOT,25,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.2421508615785095,0.1,False,,3,3,False,,ONE_SHOT,26,0.0,,0,80.0,1.0
,COMMIT,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.1,False,,3,3,True,,ONE_SHOT,27,0.0,,1,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.1787598834156934,0.1,False,,3,3,False,,ONE_SHOT,28,0.0,,0,80.0,1.0
COMMIT,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.1,False,,3,3,True,,ONE_SHOT,29,0.0,,1,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.3142522841376283,0.2,False,,3,3,False,,ONE_SHOT,0,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.406206922945329,0.2,False,,3,3,False,,ONE_SHOT,1,0.0,,0,80.0,1.0
COMMIT,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.2,False,,3,3,True,,ONE_SHOT,2,0.0,,1,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.6182346412221356,0.2,False,,3,3,False,,ONE_SHOT,3,0.0,,0,80.0,1.0
COMMIT,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.2,False,,3,3,True,,ONE_SHOT,4,0.0,,1,80.0,1.0
COMMIT,,,,,,,,False,False,False,True,True,COMMIT,,,0.2,False,,3,3,True,,ONE_SHOT,5,0.0,,2,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.204089728035426,0.2,False,,3,3,False,,ONE_SHOT,6,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.4635623076544144,0.2,False,,3,3,False,,ONE_SHOT,7,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.681236922537728,0.2,False,,3,3,False,,ONE_SHOT,8,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.4652687005653284,0.2,False,,3,3,False,,ONE_SHOT,9,0.0,,0,80.0,1.0
COMMIT,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.2,False,,3,3,True,,ONE_SHOT,10,0.0,,1,80.0,1.0
,COMMIT,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.2,False,,3,3,True,,ONE_SHOT,11,0.0,,1,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.5110916549842948,0.2,False,,3,3,False,,ONE_SHOT,12,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.4022670027343733,0.2,False,,3,3,False,,ONE_SHOT,13,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.322496116564988,0.2,False,,3,3,False,,ONE_SHOT,14,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.624199255341753,0.2,False,,3,3,False,,ONE_SHOT,15,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.523539080617901,0.2,False,,3,3,False,,ONE_SHOT,16,0.0,,0,80.0,1.0
,COMMIT,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.2,False,,3,3,True,,ONE_SHOT,17,0.0,,1,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.2622873710766007,0.2,False,,3,3,False,,ONE_SHOT,18,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.4841737865565716,0.2,False,,3,3,False,,ONE_SHOT,19,0.0,,0,80.0,1.0
COMMIT,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.2,False,,3,3,True,,ONE_SHOT,20,0.0,,1,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.295454229625959,0.2,False,,3,3,False,,ONE_SHOT,21,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.1138365227858533,0.2,False,,3,3,False,,ONE_SHOT,22,0.0,,0,80.0,1.0
,COMMIT,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.2,False,,3,3,True,,ONE_SHOT,23,0.0,,1,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.0942502461379475,0.2,False,,3,3,False,,ONE_SHOT,24,0.0,,0,80.0,1.0
,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.2,False,,3,3,True,,ONE_SHOT,25,0.0,,2,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.2421508615785095,0.2,False,,3,3,False,,ONE_SHOT,26,0.0,,0,80.0,1.0
,,,,,,,,False,False,False,True,True,COMMIT,,,0.2,False,,3,3,False,,ONE_SHOT,27,0.0,,3,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.1787598834156934,0.2,False,,3,3,False,,ONE_SHOT,28,0.0,,0,80.0,1.0
,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.2,False,,3,3,True,,ONE_SHOT,29,0.0,,2,80.0,1.0
COMMIT,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.3,False,,3,3,True,,ONE_SHOT,0,0.0,,1,80.0,1.0
,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.3,False,,3,3,True,,ONE_SHOT,1,0.0,,2,80.0,1.0
COMMIT,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.3,False,,3,3,True,,ONE_SHOT,2,0.0,,1,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.6182346412221356,0.3,False,,3,3,False,,ONE_SHOT,3,0.0,,0,80.0,1.0
COMMIT,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.3,False,,3,3,True,,ONE_SHOT,4,0.0,,1,80.0,1.0
,,,,,,,,False,False,False,True,True,COMMIT,,,0.3,False,,3,3,False,,ONE_SHOT,5,0.0,,3,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.204089728035426,0.3,False,,3,3,False,,ONE_SHOT,6,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.4635623076544144,0.3,False,,3,3,False,,ONE_SHOT,7,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.681236922537728,0.3,False,,3,3,False,,ONE_SHOT,8,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.4652687005653284,0.3,False,,3,3,False,,ONE_SHOT,9,0.0,,0,80.0,1.0
COMMIT,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.3,False,,3,3,True,,ONE_SHOT,10,0.0,,1,80.0,1.0
,COMMIT,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.3,False,,3,3,True,,ONE_SHOT,11,0.0,,1,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.5110916549842948,0.3,False,,3,3,False,,ONE_SHOT,12,0.0,,0,80.0,1.0
COMMIT,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.3,False,,3,3,True,,ONE_SHOT,13,0.0,,1,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.322496116564988,0.3,False,,3,3,False,,ONE_SHOT,14,0.0,,0,80.0,1.0
,COMMIT,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.3,False,,3,3,True,,ONE_SHOT,15,0.0,,1,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.523539080617901,0.3,False,,3,3,False,,ONE_SHOT,16,0.0,,0,80.0,1.0
,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.3,False,,3,3,True,,ONE_SHOT,17,0.0,,2,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.2622873710766007,0.3,False,,3,3,False,,ONE_SHOT,18,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.4841737865565716,0.3,False,,3,3,False,,ONE_SHOT,19,0.0,,0,80.0,1.0
,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.3,False,,3,3,True,,ONE_SHOT,20,0.0,,2,80.0,1.0
COMMIT,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.3,False,,3,3,True,,ONE_SHOT,21,0.0,,1,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.1138365227858533,0.3,False,,3,3,False,,ONE_SHOT,22,0.0,,0,80.0,1.0
,COMMIT,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.3,False,,3,3,True,,ONE_SHOT,23,0.0,,1,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.0942502461379475,0.3,False,,3,3,False,,ONE_SHOT,24,0.0,,0,80.0,1.0
,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.3,False,,3,3,True,,ONE_SHOT,25,0.0,,2,80.0,1.0
COMMIT,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.3,False,,3,3,True,,ONE_SHOT,26,0.0,,1,80.0,1.0
,,,,,,,,False,False,False,True,True,COMMIT,,,0.3,False,,3,3,False,,ONE_SHOT,27,0.0,,3,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.1787598834156934,0.3,False,,3,3,False,,ONE_SHOT,28,0.0,,0,80.0,1.0
,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.3,False,,3,3,True,,ONE_SHOT,29,0.0,,2,80.0,1.0
COMMIT,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,0,0.0,,1,80.0,1.0
,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,1,0.0,,2,80.0,1.0
COMMIT,,,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,2,0.0,,2,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.6182346412221356,0.4,False,,3,3,False,,ONE_SHOT,3,0.0,,0,80.0,1.0
COMMIT,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,4,0.0,,1,80.0,1.0
,,,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,False,,ONE_SHOT,5,0.0,,3,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.204089728035426,0.4,False,,3,3,False,,ONE_SHOT,6,0.0,,0,80.0,1.0
,COMMIT,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,7,0.0,,1,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.681236922537728,0.4,False,,3,3,False,,ONE_SHOT,8,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.4652687005653284,0.4,False,,3,3,False,,ONE_SHOT,9,0.0,,0,80.0,1.0
COMMIT,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,10,0.0,,1,80.0,1.0
,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,11,0.0,,2,80.0,1.0
,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,12,0.0,,2,80.0,1.0
,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,13,0.0,,2,80.0,1.0
,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,14,0.0,,2,80.0,1.0
,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,15,0.0,,2,80.0,1.0
COMMIT,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,16,0.0,,1,80.0,1.0
,,,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,False,,ONE_SHOT,17,0.0,,3,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.2622873710766007,0.4,False,,3,3,False,,ONE_SHOT,18,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,,,,,,True,False,True,True,True,COMMIT,,2.4841737865565716,0.4,False,,3,3,False,,ONE_SHOT,19,0.0,,0,80.0,1.0
,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,20,0.0,,2,80.0,1.0
,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,21,0.0,,2,80.0,1.0
COMMIT,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,22,0.0,,1,80.0,1.0
,COMMIT,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,23,0.0,,1,80.0,1.0
COMMIT,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,24,0.0,,1,80.0,1.0
,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,25,0.0,,2,80.0,1.0
COMMIT,COMMIT,,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,26,0.0,,1,80.0,1.0
,,,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,False,,ONE_SHOT,27,0.0,,3,80.0,1.0
,COMMIT,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,28,0.0,,1,80.0,1.0
,,COMMIT,,,,,,False,False,False,True,True,COMMIT,,,0.4,False,,3,3,True,,ONE_SHOT,29,0.0,,2,80.0,1.0
COMMIT,COMMIT,COMMIT,COMMIT,COMMIT,,,,True,False,True,True,True,COMMIT,,3.2092508720927784,0.0,False,,5,5,False,,ONE_SHOT,0,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,COMMIT,COMMIT,,,,True,False,True,True,True,COMMIT,,3.4269836360370434,0.0,False,,5,5,False,,ONE_SHOT,1,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,COMMIT,COMMIT,,,,True,False,True,True,True,COMMIT,,3.721911979481765,0.0,False,,5,5,False,,ONE_SHOT,2,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,COMMIT,COMMIT,,,,True,False,True,True,True,COMMIT,,3.753609026549561,0.0,False,,5,5,False,,ONE_SHOT,3,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,COMMIT,COMMIT,,,,True,False,True,True,True,COMMIT,,3.666234634139617,0.0,False,,5,5,False,,ONE_SHOT,4,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,COMMIT,COMMIT,,,,True,False,True,True,True,COMMIT,,3.338105377212685,0.0,False,,5,5,False,,ONE_SHOT,5,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,COMMIT,COMMIT,,,,True,False,True,True,True,COMMIT,,3.8003392567612484,0.0,False,,5,5,False,,ONE_SHOT,6,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,COMMIT,COMMIT,,,,True,False,True,True,True,COMMIT,,3.330565393815333,0.0,False,,5,5,False,,ONE_SHOT,7,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,COMMIT,COMMIT,,,,True,False,True,True,True,COMMIT,,3.2576060211987703,0.0,False,,5,5,False,,ONE_SHOT,8,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,COMMIT,COMMIT,,,,True,False,True,True,True,COMMIT,,3.3933227947037765,0.0,False,,5,5,False,,ONE_SHOT,9,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,COMMIT,COMMIT,,,,True,False,True,True,True,COMMIT,,3.591568940995744,0.0,False,,5,5,False,,ONE_SHOT,10,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,COMMIT,COMMIT,,,,True,False,True,True,True,COMMIT,,3.243816829950851,0.0,False,,5,5,False,,ONE_SHOT,11,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,COMMIT,COMMIT,,,,True,False,True,True,True,COMMIT,,3.8345316802767577,0.0,False,,5,5,False,,ONE_SHOT,12,0.0,,0,80.0,1.0
COMMIT,COMMIT,COMMIT,COMMIT,COMMIT,,,,True,False,True,True,True,COMMIT,,3.659517145666499,0.0,False,,5,5,False,,ONE_SHOT,13,0.0,,0,80.0,1.0
